Timestamp,first_year,second_year,third_year,fourth_year,sex,ethnicity_white,ethnicity_black,ethnicity_asian,ethnicity_native,ethnicity,lgbt,fgli,hum_major,stem_major,ss_major,art_major,greek,varsity,used_stims,belief
11/3/2021 18:50:03,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11/3/2021 18:50:46,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
11/3/2021 18:59:24,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11/3/2021 19:04:59,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
11/3/2021 22:48:37,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
11/4/2021 13:20:46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/4/2021 15:58:20,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/4/2021 17:45:56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11/4/2021 22:42:49,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11/4/2021 22:43:25,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
11/4/2021 22:43:29,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
11/4/2021 22:44:07,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
11/4/2021 22:44:11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
11/4/2021 22:44:57,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
11/4/2021 22:47:36,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
11/4/2021 22:48:04,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11/4/2021 22:48:18,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
11/4/2021 22:50:19,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
11/4/2021 22:50:47,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
11/4/2021 22:51:02,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11/4/2021 22:51:17,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
11/4/2021 22:52:18,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11/4/2021 22:53:00,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
11/4/2021 22:57:56,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11/4/2021 22:58:08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
11/4/2021 23:02:20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11/4/2021 23:11:33,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11/4/2021 23:23:47,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11/4/2021 23:26:07,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
11/4/2021 23:32:52,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
11/4/2021 23:33:29,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11/4/2021 23:39:42,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
11/4/2021 23:46:10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11/4/2021 23:46:43,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
11/4/2021 23:54:22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
11/4/2021 23:57:09,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
11/4/2021 23:57:51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11/5/2021 0:04:28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 0:16:04,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
11/5/2021 0:22:40,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
11/5/2021 0:46:18,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
11/5/2021 1:12:50,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
11/5/2021 1:30:14,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11/5/2021 1:32:15,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 1:32:50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 1:32:51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11/5/2021 1:33:04,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
11/5/2021 1:33:10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11/5/2021 1:34:47,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11/5/2021 1:37:09,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
11/5/2021 1:42:33,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
11/5/2021 1:56:55,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11/5/2021 2:03:42,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1
11/5/2021 2:47:31,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
11/5/2021 3:18:52,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11/5/2021 3:24:09,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
11/5/2021 3:26:30,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11/5/2021 8:24:03,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
11/5/2021 10:03:16,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
11/5/2021 10:12:05,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11/5/2021 10:25:06,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 10:29:07,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 10:36:09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11/5/2021 11:15:52,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11/5/2021 11:43:35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11/5/2021 12:52:33,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11/5/2021 12:52:49,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
11/5/2021 12:53:04,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
11/5/2021 12:59:04,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1
11/5/2021 13:00:18,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1
11/5/2021 13:18:52,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
11/5/2021 13:37:45,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 13:44:28,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
11/5/2021 13:50:24,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1
11/5/2021 14:03:48,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
11/5/2021 14:06:37,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
11/5/2021 14:07:01,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
11/5/2021 14:17:51,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
11/5/2021 14:55:29,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
11/5/2021 15:10:28,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 15:25:35,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
11/5/2021 15:34:24,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 15:39:48,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
11/5/2021 15:43:12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11/5/2021 15:43:16,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1
11/5/2021 15:44:25,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
11/5/2021 15:46:20,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
11/5/2021 15:46:51,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
11/5/2021 15:47:41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
11/5/2021 15:48:11,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
11/5/2021 15:59:25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11/5/2021 16:00:08,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11/5/2021 16:04:42,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/5/2021 16:24:46,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
11/5/2021 16:27:17,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
11/5/2021 16:31:45,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
11/5/2021 16:38:13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11/5/2021 16:58:10,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
11/5/2021 17:02:16,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11/5/2021 17:15:11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11/5/2021 17:19:40,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
11/5/2021 17:30:45,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
11/5/2021 17:50:40,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
11/5/2021 17:51:01,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11/5/2021 18:03:02,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11/5/2021 18:13:11,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
11/5/2021 18:21:19,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11/5/2021 18:34:57,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1
11/5/2021 18:54:54,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
11/5/2021 19:53:32,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/5/2021 20:04:25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11/5/2021 20:55:27,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1
11/5/2021 22:02:04,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1
11/5/2021 23:32:43,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11/6/2021 0:09:27,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
11/6/2021 2:30:27,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11/6/2021 13:57:45,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
11/6/2021 14:01:05,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
11/6/2021 14:02:19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11/6/2021 14:03:11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11/6/2021 14:20:48,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
11/6/2021 14:25:17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11/6/2021 14:37:13,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
11/6/2021 14:41:36,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
11/6/2021 14:42:18,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11/6/2021 14:50:12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/6/2021 15:03:24,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11/6/2021 15:07:58,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11/6/2021 15:15:28,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
11/6/2021 15:32:23,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/6/2021 15:32:46,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/6/2021 15:34:21,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11/6/2021 15:46:33,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
11/6/2021 16:11:44,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
11/6/2021 17:34:09,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11/6/2021 18:08:44,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
11/6/2021 19:38:51,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11/6/2021 19:50:28,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11/6/2021 20:58:54,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
11/6/2021 21:41:04,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11/6/2021 22:21:19,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
11/7/2021 8:44:36,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
11/7/2021 8:55:48,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
11/7/2021 9:18:18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/7/2021 12:17:39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11/7/2021 13:27:28,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
11/7/2021 14:27:24,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11/7/2021 14:44:17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11/7/2021 14:55:24,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/7/2021 16:55:46,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
11/7/2021 20:51:25,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11/8/2021 11:47:52,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11/8/2021 13:29:20,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
11/10/2021 1:00:36,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1